linea,fecha,año,mes,viajeros_pred_sarima
MUSKIZ - ZIERBENA - SESTAO,2026-05-01,2026,5,32174.58285337023
MUSKIZ - ZIERBENA - SESTAO,2026-06-01,2026,6,33851.630426722775
MUSKIZ - ZIERBENA - SESTAO,2026-07-01,2026,7,43422.61535408038
MUSKIZ - ZIERBENA - SESTAO,2026-08-01,2026,8,38525.23436223875
MUSKIZ - ZIERBENA - SESTAO,2026-09-01,2026,9,32738.56998188755
MUSKIZ - ZIERBENA - SESTAO,2026-10-01,2026,10,31567.483388139073
MUSKIZ - ZIERBENA - SESTAO,2026-11-01,2026,11,28540.907064126677
MUSKIZ - ZIERBENA - SESTAO,2026-12-01,2026,12,27772.370456853463
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-01-01,2026,1,27479.90924566963
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-02-01,2026,2,62468.81739090374
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-03-01,2026,3,63374.14634170695
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-04-01,2026,4,63100.084741060775
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-05-01,2026,5,68231.3354432594
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-06-01,2026,6,66843.79994692322
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-07-01,2026,7,60170.86834107512
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-08-01,2026,8,53014.859453046556
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-09-01,2026,9,68578.66285843927
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-10-01,2026,10,73117.55752980622
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-11-01,2026,11,71030.09178619266
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-12-01,2026,12,68423.47689850566
PLENTZIA-GORLIZ-MUNGIA,2026-01-01,2026,1,7318.082193482322
PLENTZIA-GORLIZ-MUNGIA,2026-02-01,2026,2,7902.804154114057
PLENTZIA-GORLIZ-MUNGIA,2026-03-01,2026,3,8307.442224170121
PLENTZIA-GORLIZ-MUNGIA,2026-04-01,2026,4,8725.06707802424
PLENTZIA-GORLIZ-MUNGIA,2026-05-01,2026,5,9531.919456841986
PLENTZIA-GORLIZ-MUNGIA,2026-06-01,2026,6,11980.906853374261
PLENTZIA-GORLIZ-MUNGIA,2026-07-01,2026,7,17152.179310695385
PLENTZIA-GORLIZ-MUNGIA,2026-08-01,2026,8,15499.97425211289
PLENTZIA-GORLIZ-MUNGIA,2026-09-01,2026,9,10793.35770637316
PLENTZIA-GORLIZ-MUNGIA,2026-10-01,2026,10,9084.757109589598
PLENTZIA-GORLIZ-MUNGIA,2026-11-01,2026,11,8534.526306881811
PLENTZIA-GORLIZ-MUNGIA,2026-12-01,2026,12,8023.880147234163
PORTUGALETE - GALDAMES,2026-01-01,2026,1,5655.791275844419
PORTUGALETE - GALDAMES,2026-02-01,2026,2,5651.953658789867
PORTUGALETE - GALDAMES,2026-03-01,2026,3,5909.1964157006205
PORTUGALETE - GALDAMES,2026-04-01,2026,4,5519.099139907414
PORTUGALETE - GALDAMES,2026-05-01,2026,5,6687.070761413369
PORTUGALETE - GALDAMES,2026-06-01,2026,6,6128.855380120157
PORTUGALETE - GALDAMES,2026-07-01,2026,7,5709.824619377785
PORTUGALETE - GALDAMES,2026-08-01,2026,8,4757.721856449039
PORTUGALETE - GALDAMES,2026-09-01,2026,9,6286.710253984565
PORTUGALETE - GALDAMES,2026-10-01,2026,10,7014.366585504
PORTUGALETE - GALDAMES,2026-11-01,2026,11,6334.8073934197055
PORTUGALETE - GALDAMES,2026-12-01,2026,12,5940.276290176847
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-01-01,2026,1,24424.39857111114
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-02-01,2026,2,27409.196077549765
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-03-01,2026,3,28908.943605034237
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-04-01,2026,4,29660.85344241673
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-05-01,2026,5,32385.99733753136
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-06-01,2026,6,43959.059198632545
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-07-01,2026,7,49502.74954694498
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-08-01,2026,8,44090.155665632316
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-09-01,2026,9,33696.2558751131
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-10-01,2026,10,34032.18145768004
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-11-01,2026,11,29739.949388760244
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-12-01,2026,12,28201.488755679024
SANTURTZI - BALMASEDA,2026-01-01,2026,1,8954.665491503125
SANTURTZI - BALMASEDA,2026-02-01,2026,2,9217.005187134473
SANTURTZI - BALMASEDA,2026-03-01,2026,3,9198.305399935869
SANTURTZI - BALMASEDA,2026-04-01,2026,4,8413.787322235765
SANTURTZI - BALMASEDA,2026-05-01,2026,5,9810.900482975336
SANTURTZI - BALMASEDA,2026-06-01,2026,6,9019.19322049649
SANTURTZI - BALMASEDA,2026-07-01,2026,7,9181.055916179715
SANTURTZI - BALMASEDA,2026-08-01,2026,8,7548.347071629351
SANTURTZI - BALMASEDA,2026-09-01,2026,9,10131.083051176352
SANTURTZI - BALMASEDA,2026-10-01,2026,10,11638.288771913109
SANTURTZI - BALMASEDA,2026-11-01,2026,11,10488.303785726801
SANTURTZI - BALMASEDA,2026-12-01,2026,12,9794.295222095618
SESTAO - Cabieces,2026-01-01,2026,1,71257.88556049859
SESTAO - Cabieces,2026-02-01,2026,2,72807.43526901497
SESTAO - Cabieces,2026-03-01,2026,3,75851.52237274252
SESTAO - Cabieces,2026-04-01,2026,4,74653.50853820409
SESTAO - Cabieces,2026-05-01,2026,5,82659.81524778511
SESTAO - Cabieces,2026-06-01,2026,6,80484.38167619084
SESTAO - Cabieces,2026-07-01,2026,7,74288.97969962691
SESTAO - Cabieces,2026-08-01,2026,8,68929.52311444083
SESTAO - Cabieces,2026-09-01,2026,9,80921.01120626509
SESTAO - Cabieces,2026-10-01,2026,10,86480.07419685503
SESTAO - Cabieces,2026-11-01,2026,11,82813.32115335243
SESTAO - Cabieces,2026-12-01,2026,12,85943.1107182085
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-01-01,2026,1,6016.476383414627
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-02-01,2026,2,6693.357038671788
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-03-01,2026,3,6688.176560516469
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-04-01,2026,4,6242.706786584224
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-05-01,2026,5,7087.8068735238085
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-06-01,2026,6,6997.233961152767
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-07-01,2026,7,6622.639907090026
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-08-01,2026,8,5945.437387889402
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-09-01,2026,9,7250.822978524328
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-10-01,2026,10,7492.113092438762
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-11-01,2026,11,7032.110811319433
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-12-01,2026,12,6901.396589934298
Santutxu - UPV/EHU (Autopista),2026-01-01,2026,1,15614.419289400123
Santutxu - UPV/EHU (Autopista),2026-02-01,2026,2,21368.964944280942
Santutxu - UPV/EHU (Autopista),2026-03-01,2026,3,20136.252539400783
Santutxu - UPV/EHU (Autopista),2026-04-01,2026,4,13031.257884179788
Santutxu - UPV/EHU (Autopista),2026-05-01,2026,5,12860.759402127675
Santutxu - UPV/EHU (Autopista),2026-06-01,2026,6,7101.697598502754
Santutxu - UPV/EHU (Autopista),2026-07-01,2026,7,2080.0951958287974
Santutxu - UPV/EHU (Autopista),2026-08-01,2026,8,870.9809335085995
Santutxu - UPV/EHU (Autopista),2026-09-01,2026,9,19914.66873240401
Santutxu - UPV/EHU (Autopista),2026-10-01,2026,10,24186.20178338414
Santutxu - UPV/EHU (Autopista),2026-11-01,2026,11,21321.776239390514
Santutxu - UPV/EHU (Autopista),2026-12-01,2026,12,12147.790101308008
TRUCIOS TURTZIOZ - ARTZENTALES,2026-01-01,2026,1,1269.3597060340687
TRUCIOS TURTZIOZ - ARTZENTALES,2026-02-01,2026,2,1351.9549179727849
TRUCIOS TURTZIOZ - ARTZENTALES,2026-03-01,2026,3,1294.2352212538954
TRUCIOS TURTZIOZ - ARTZENTALES,2026-04-01,2026,4,1251.6786820439524
TRUCIOS TURTZIOZ - ARTZENTALES,2026-05-01,2026,5,1398.8943620140121
TRUCIOS TURTZIOZ - ARTZENTALES,2026-06-01,2026,6,1306.336693759149
TRUCIOS TURTZIOZ - ARTZENTALES,2026-07-01,2026,7,1229.0989351714766
TRUCIOS TURTZIOZ - ARTZENTALES,2026-08-01,2026,8,672.6262063826039
TRUCIOS TURTZIOZ - ARTZENTALES,2026-09-01,2026,9,1190.808669916564
TRUCIOS TURTZIOZ - ARTZENTALES,2026-10-01,2026,10,1423.5187529553905
TRUCIOS TURTZIOZ - ARTZENTALES,2026-11-01,2026,11,1211.6149716667453
TRUCIOS TURTZIOZ - ARTZENTALES,2026-12-01,2026,12,1094.2071791141652
Termibus - UPV/EHU (Autopista),2026-01-01,2026,1,44207.91763554107
Termibus - UPV/EHU (Autopista),2026-02-01,2026,2,69272.38246074526
Termibus - UPV/EHU (Autopista),2026-03-01,2026,3,64825.00830237589
Termibus - UPV/EHU (Autopista),2026-04-01,2026,4,48696.95226066964
Termibus - UPV/EHU (Autopista),2026-05-01,2026,5,48230.91206082524
Termibus - UPV/EHU (Autopista),2026-06-01,2026,6,28899.3779260113
Termibus - UPV/EHU (Autopista),2026-07-01,2026,7,15165.59490006926
Termibus - UPV/EHU (Autopista),2026-08-01,2026,8,5782.108345095652
Termibus - UPV/EHU (Autopista),2026-09-01,2026,9,65543.33995614293
Termibus - UPV/EHU (Autopista),2026-10-01,2026,10,83677.14199303775
Termibus - UPV/EHU (Autopista),2026-11-01,2026,11,72408.93421479285
Termibus - UPV/EHU (Autopista),2026-12-01,2026,12,46689.61840739029
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-01-01,2026,1,3603.157953451499
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-02-01,2026,2,8558.744996549822
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-03-01,2026,3,7946.582779189823
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-04-01,2026,4,5669.496805000595
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-05-01,2026,5,7117.468546292934
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-06-01,2026,6,1331.0648413757965
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-07-01,2026,7,631.1872766780299
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-08-01,2026,8,631.1872766726993
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-09-01,2026,9,6717.204167520266
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-10-01,2026,10,11258.28052032429
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-11-01,2026,11,8876.958198383307
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-12-01,2026,12,6386.773848945319
URIBE KOSTA - UPV/EHU,2026-01-01,2026,1,4097.916902450759
URIBE KOSTA - UPV/EHU,2026-02-01,2026,2,6413.274031209155
URIBE KOSTA - UPV/EHU,2026-03-01,2026,3,5817.321139703828
URIBE KOSTA - UPV/EHU,2026-04-01,2026,4,4752.125824830757
URIBE KOSTA - UPV/EHU,2026-05-01,2026,5,4760.035421438539
URIBE KOSTA - UPV/EHU,2026-06-01,2026,6,1162.6001775820057
URIBE KOSTA - UPV/EHU,2026-07-01,2026,7,663.7713215562675
URIBE KOSTA - UPV/EHU,2026-08-01,2026,8,662.4965952931522
URIBE KOSTA - UPV/EHU,2026-09-01,2026,9,6195.051216648244
URIBE KOSTA - UPV/EHU,2026-10-01,2026,10,7393.283663006061
URIBE KOSTA - UPV/EHU,2026-11-01,2026,11,7206.178436048373
URIBE KOSTA - UPV/EHU,2026-12-01,2026,12,4622.6779862798285
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-01-01,2026,1,32750.644349130285
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-02-01,2026,2,36999.582851698455
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-03-01,2026,3,38492.858080346945
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-04-01,2026,4,36347.246664718696
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-05-01,2026,5,39338.28171716291
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-06-01,2026,6,37353.94484855957
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-07-01,2026,7,35957.78394619804
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-08-01,2026,8,29762.20929461308
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-09-01,2026,9,39627.00115852142
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-10-01,2026,10,42751.818978620264
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-11-01,2026,11,40669.88990424033
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-12-01,2026,12,39433.28758109986
Zabalburu - UPV/EHU  (Juan de Garay),2026-01-01,2026,1,13817.103103906475
Zabalburu - UPV/EHU  (Juan de Garay),2026-02-01,2026,2,23113.989000765127
Zabalburu - UPV/EHU  (Juan de Garay),2026-03-01,2026,3,20775.73063601525
Zabalburu - UPV/EHU  (Juan de Garay),2026-04-01,2026,4,16015.808623074658
Zabalburu - UPV/EHU  (Juan de Garay),2026-05-01,2026,5,15795.33929923798
Zabalburu - UPV/EHU  (Juan de Garay),2026-06-01,2026,6,9119.799860440262
Zabalburu - UPV/EHU  (Juan de Garay),2026-07-01,2026,7,3250.3585502936485
Zabalburu - UPV/EHU  (Juan de Garay),2026-08-01,2026,8,1370.693995981425
Zabalburu - UPV/EHU  (Juan de Garay),2026-09-01,2026,9,19675.693790267367
Zabalburu - UPV/EHU  (Juan de Garay),2026-10-01,2026,10,26302.353093109705
Zabalburu - UPV/EHU  (Juan de Garay),2026-11-01,2026,11,22662.368116389003
Zabalburu - UPV/EHU  (Juan de Garay),2026-12-01,2026,12,14055.568840777973
